word,artist,title,url,count
two,drake,Family Matters,https://genius.com/Drake-family-matters-lyrics,185
well,drake,Throw It In The Bag (Remix),https://genius.com/Fabolous-throw-it-in-the-bag-remix-lyrics,184
said,drake,Drew A Picasso,,184
give,drake,Redemption,,184
ride,drake,Throw It In The Bag (Remix),https://genius.com/Fabolous-throw-it-in-the-bag-remix-lyrics,183
leave,drake,Trust Issues (Remix),https://genius.com/Justin-bieber-trust-issues-remix-lyrics,183
life,drake,305 to My City,,183
will,drake,The Last Hope,https://genius.com/Drake-the-last-hope-lyrics,182
keep,drake,0 to 100 / The Catch Up,,181
over,drake,Pound Cake / Paris Morton Music 2,,181
put,drake,After Dark,,178
please,drake,Try Harder,https://genius.com/Drake-try-harder-lyrics,177
only,drake,Final Fantasy,,176
face,drake,Forever,https://genius.com/Drake-kanye-west-lil-wayne-and-eminem-forever-lyrics,176
ass,drake,All of the Lights (Remix),https://genius.com/Kanye-west-all-of-the-lights-remix-lyrics,176
through,drake,Away From Home,,175
lot,drake,HEATED,https://genius.com/Beyonce-heated-lyrics,174
done,drake,Fancy,,173
home,drake,War,https://genius.com/Drake-war-lyrics,172
gon,drake,Draft Day,,172
mind,drake,Over the Top,https://genius.com/Smiley-over-the-top-lyrics,172
new,drake,Gyalchester,,171
tryna,drake,Away From Home,,168
play,drake,It’s Up,https://genius.com/Drake-young-thug-and-21-savage-its-up-lyrics,167
okay,drake,Chef Curry With The Pot,,167
might,drake,GLORIOUS,https://genius.com/Partynextdoor-and-drake-glorious-lyrics,166
him,drake,Lemon (Drake Remix),https://genius.com/Nerd-and-rihanna-lemon-drake-remix-lyrics,166
same,drake,On The Radar Freestyle,https://genius.com/Drake-and-central-cee-on-the-radar-freestyle-lyrics,165
long,drake,On The Radar Freestyle,https://genius.com/Drake-and-central-cee-on-the-radar-freestyle-lyrics,164
whole,drake,Taylor Made Freestyle,https://genius.com/Drake-taylor-made-freestyle-lyrics,163
first,drake,2 Mazza,https://genius.com/Smiley-and-drake-2-mazza-lyrics,162
goin,drake,On The Radar Freestyle,https://genius.com/Drake-and-central-cee-on-the-radar-freestyle-lyrics,162
top,drake,Money,https://genius.com/Drake-money-lyrics,162
an,drake,City Is Mine,https://genius.com/Drake-city-is-mine-lyrics,162
used,drake,Closer to My Dreams,https://genius.com/Drake-closer-to-my-dreams-lyrics,162
world,drake,U My Everything,https://genius.com/Sexyy-red-and-drake-u-my-everything-lyrics,161
night,drake,Tried Our Best,,159
bring,drake,MEET YOUR PADRE,https://genius.com/Partynextdoor-drake-and-chino-pacas-meet-your-padre-lyrics,158
mine,drake,Pompano Freestyle (Skies Parted),https://genius.com/Drake-pompano-freestyle-skies-parted-lyrics,158
much,drake,Sacrifices,,158
live,drake,Hot Shit,https://genius.com/Cardi-b-kanye-west-and-lil-durk-hot-shit-lyrics,158
everything,drake,Must Hate Money,,158
run,drake,Seeing Green,https://genius.com/Nicki-minaj-drake-and-lil-wayne-seeing-green-lyrics,157
there,drake,After Dark,,157
or,drake,Middle of the Ocean,,157
around,drake,NOKIA,,156
anybody,drake,City Is Mine,https://genius.com/Drake-city-is-mine-lyrics,155
other,drake,Supermax*,https://genius.com/Drake-supermax-lyrics,155
than,drake,Pound Cake / Paris Morton Music 2,,153
god,drake,Vital,https://genius.com/Drake-vital-lyrics,152
game,drake,The Search,https://genius.com/Drake-the-search-lyrics,152
bitch,drake,Demons,,152
woo,drake,As We Speak,https://genius.com/Yeat-as-we-speak-lyrics,152
last,drake,All of the Lights (Remix),https://genius.com/Kanye-west-all-of-the-lights-remix-lyrics,152
ill,drake,BackOutsideBoyz,,151
little,drake,Drama,https://genius.com/Roy-woods-drama-lyrics,150
club,drake,Mr. Right Now,https://genius.com/21-savage-and-metro-boomin-mr-right-now-lyrics,150
city,drake,Away From Home,,149
woah,drake,Jumpman,https://genius.com/Drake-and-future-jumpman-lyrics,149
made,drake,Must Hate Money,,149
though,drake,On The Radar Freestyle,https://genius.com/Drake-and-central-cee-on-the-radar-freestyle-lyrics,149
ive,drake,Diplomatic Immunity,,149
yo,drake,Unstoppable,https://genius.com/Drake-unstoppable-lyrics,148
best,drake,I’m On One,https://genius.com/Dj-khaled-im-on-one-lyrics,147
hit,drake,Buried Alive Interlude,,147
theres,drake,GLORIOUS,https://genius.com/Partynextdoor-and-drake-glorious-lyrics,146
try,drake,On BS,https://genius.com/Drake-and-21-savage-on-bs-lyrics,146
away,drake,Solid,https://genius.com/Young-stoner-life-young-thug-and-gunna-solid-lyrics,146
better,drake,BBL Love (Interlude),,146
set,drake,Wickman,https://genius.com/Nardo-wick-wickman-lyrics,145
myself,drake,Having Our Way,https://genius.com/Migos-having-our-way-lyrics,145
ever,drake,Drew A Picasso,,145
ask,drake,U My Everything,https://genius.com/Sexyy-red-and-drake-u-my-everything-lyrics,144
left,drake,Shopping Spree,https://genius.com/Drake-shopping-spree-lyrics,143
always,drake,Away From Home,,143
boy,drake,6 God,,142
hate,drake,Having Our Way,https://genius.com/Migos-having-our-way-lyrics,142
came,drake,Digital Dash,https://genius.com/Drake-and-future-digital-dash-lyrics,142
work,drake,GLORIOUS,https://genius.com/Partynextdoor-and-drake-glorious-lyrics,141
remix,drake,OVO Sound Radio Episode 9 Tracklist,https://genius.com/Drake-ovo-sound-radio-episode-9-tracklist-lyrics,140
tonight,drake,Open,https://genius.com/Lexxy3-open-lyrics,140
pussy,drake,Mr. Right Now,https://genius.com/21-savage-and-metro-boomin-mr-right-now-lyrics,139
call,drake,After Dark,,139
every,drake,Calling For You,,139
whoa,drake,Toosie Slide,,138
yall,drake,GIMME A HUG,,138
stay,drake,U My Everything,https://genius.com/Sexyy-red-and-drake-u-my-everything-lyrics,137
thought,drake,Supermax*,https://genius.com/Drake-supermax-lyrics,137
til,drake,Sho Me Love,https://genius.com/Rich-gang-sho-me-love-lyrics,136
thing,drake,Unforgettable,,136
long,drake,After Dark,,133
head,drake,Supermax*,https://genius.com/Drake-supermax-lyrics,133
goin,drake,Drew A Picasso,,133
fuckin,drake,Away From Home,,132
gonna,drake,Lemon (Drake Remix),https://genius.com/Nerd-and-rihanna-lemon-drake-remix-lyrics,131
find,drake,Family Matters,https://genius.com/Drake-family-matters-lyrics,131
ready,drake,Over,https://genius.com/Drake-over-lyrics,130
face,drake,No Face,,130
own,drake,Lose You,,130
body,drake,Drama,https://genius.com/Roy-woods-drama-lyrics,130
since,drake,Having Our Way,https://genius.com/Migos-having-our-way-lyrics,129
care,drake,On The Radar Freestyle,https://genius.com/Drake-and-central-cee-on-the-radar-freestyle-lyrics,129
same,drake,Away From Home,,129
everything,drake,Having Our Way,https://genius.com/Migos-having-our-way-lyrics,129
somethin,drake,Family Matters,https://genius.com/Drake-family-matters-lyrics,128
hard,drake,Look What You’ve Done,,128
side,drake,GLORIOUS,https://genius.com/Partynextdoor-and-drake-glorious-lyrics,127
should,drake,7969 Santa,,127
high,drake,Only You Freestyle,https://genius.com/Headie-one-and-drake-only-you-freestyle-lyrics,127
something,drake,On BS,https://genius.com/Drake-and-21-savage-on-bs-lyrics,127
sure,drake,Extra Special,https://genius.com/Drake-extra-special-lyrics,126
talkin,drake,No Face (Original),https://genius.com/Drake-no-face-original-lyrics,126
nothin,drake,GLORIOUS,https://genius.com/Partynextdoor-and-drake-glorious-lyrics,126
drop,drake,Throw It In The Bag (Remix),https://genius.com/Fabolous-throw-it-in-the-bag-remix-lyrics,124
people,drake,Practice,,124
problem,drake,Deceiving,https://genius.com/Drake-deceiving-lyrics,124
hold,drake,Housekeeping Knows,https://genius.com/Drake-housekeeping-knows-lyrics,124
watch,drake,It’s Up,https://genius.com/Drake-young-thug-and-21-savage-its-up-lyrics,124
much,drake,Can’t Hide from Love Freestyle,https://genius.com/Drake-cant-hide-from-love-freestyle-lyrics,123
well,drake,Peak,,123
damn,drake,Chef Curry With The Pot,,123
took,drake,Having Our Way,https://genius.com/Migos-having-our-way-lyrics,122
show,drake,No Face,,122
girls,drake,Tried Our Best,,122
stay,drake,Middle of the Ocean,,121
friends,drake,Too Much,,121
wait,drake,WAIT FOR U,https://genius.com/Future-wait-for-u-lyrics,121
